Name,SetId,Number
"Magikarp","","35"
"Magikarp","","50"
"Magikarp","","47"
"Magikarp","","52"
"Magikarp","","30"
"Magikarp","","23"
"Magikarp","","61"
"Magikarp","","8"
"Magikarp","","89"
"Magikarp","","65"
"Magikarp","","118"
"Magikarp","","75"
"Magikarp","","60"
"Magikarp","","67"
"Magikarp","","64"
"Magikarp","","22"
"Magikarp","","72"
"Magikarp","","4"
"Magikarp","","21"
"Magikarp","","110"
"Magikarp","","15"
"Magikarp","","32"
"Magikarp","","17"
"Magikarp","","19"
"Magikarp","","29"
"Magikarp","","44"
"Magikarp","","42"
"Magikarp","","203"
"Magikarp","","129"
"Magikarp","","39"
"Magikarp","","33"
"Magikarp","","XY143"
"Magikarp & Wailord-GX","","160"
"Magikarp & Wailord-GX","","161"
"Magikarp & Wailord-GX","","183"
"Magikarp & Wailord-GX","","SM166"
"Magikarp δ","","69"
"Magma Basin","","144"
"Magma Basin","","185"
"Magma Energy","","87"
"Magma Pointer","","24"
"Magmar","","36"
"Magmar","","39"
"Magmar","","51"
"Magmar","","44"
"Magmar","","20"
"Magmar","","62"
"Magmar","","54"
"Magmar","","93"
"Magmar","","86"
"Magmar","","21"
"Magmar","","16"
"Magmar","","52"
"Magmar","","42"
"Magmar","","3"
"Magmar","","40"
"Magmar","","65"
"Magmar","","10"
"Magmar","","18"
"Magmar","","126"
"Magmar","","9"
"Magmar","","29"
"Magmar","","19"
"Magmar ex","","100"
"Magmortar","","21"
"Magmortar","","16"
"Magmortar","","12"
"Magmortar","","31"
"Magmortar","","DP20"
"Magmortar","","2"
"Magmortar","","27"
"Magmortar","","6"
"Magmortar","","22"
"Magmortar","","19"
"Magmortar","","10"
"Magmortar","","GG03"
"Magmortar","","30"
"Magmortar","","20"
"Magmortar","","11"
"Magmortar LV.X","","123"
"Magnemite","","53"
"Magnemite","","79"
"Magnemite","","60"
"Magnemite","","80"
"Magnemite","","42"
"Magnemite","","43"
"Magnemite","","87"
"Magnemite","","66"
"Magnemite","","67"
"Magnemite","","52"
"Magnemite","","91"
"Magnemite","","76"
"Magnemite","","74"
"Magnemite","","59"
"Magnemite","","54"
"Magnemite","","61"
"Magnemite","","62"
"Magnemite","","63"
"Magnemite","","68"
"Magnemite","","8"
"Magnemite","","45"
"Magnemite","","7"
"Magnemite","","26"
"Magnemite","","111"
"Magnemite","","58"
"Magnemite","","242"
"Magnemite","","81"
"Magnemite","","34"
"Magnemite","","SV27"
"Magnemite","","65"
"Magnemite","","105"
"Magnemite","","4"
"Magnemite","","37"
"Magnemite","","51"
"Magnetic Storm","","91"
"Magneton","","9"
"Magneton","","11"
"Magneton","","26"
"Magneton","","28"
"Magneton","","44"
"Magneton","","45"
"Magneton","","54"
"Magneton","","42"
"Magneton","","43"
"Magneton","","22"
"Magneton","","H16"
"Magneton","","19"
"Magneton","","20"
"Magneton","","H18"
"Magneton","","H19"
"Magneton","","48"
"Magneton","","16"
"Magneton","","17"
"Magneton","","35"
"Magneton","","27"
"Magneton","","46"
"Magneton","","10"
"Magneton","","59"
"Magneton","","69"
"Magneton","","82"
"Magneton","","SV28"
"Magneton","","64"
"Magneton","","153"
"Magneton","","159"
"Magneton","","106"
"Magneton","","5"
"Magneton","","38"
"Magneton","","53"
"Magnezone","","46"
"Magnezone","","47"
"Magnezone","","8"
"Magnezone","","5"
"Magnezone","","6"
"Magnezone","","DP32"
"Magnezone","","DP44"
"Magnezone","","96"
"Magnezone","","60"
"Magnezone","","83"
"Magnezone","","36"
"Magnezone","","SV29"
"Magnezone","","65"
"Magnezone","","107"
"Magnezone","","GG18"
"Magnezone","","SWSH208"
"Magnezone","","54"
"Magnezone ex","","65"
"Magnezone ex","","226"
"Magnezone LV.X","","142"
"Magnezone V","","56"
"Magnezone V","","175"
"Magnezone VSTAR","","57"
"Magnezone VSTAR","","198"
"Magnezone-EX","","35"
"Magnezone-EX","","101"
"Magnifier","","101"
"Mail from Bill","","105"
"Maintenance","","83"
"Maintenance","","112"
"Maintenance","","64"
"Maintenance","","79"
"Maintenance","","96"
"Makuhita","","82"
"Makuhita","","62"
"Makuhita","","78"
"Makuhita","","56"
"Makuhita","","57"
"Makuhita","","58"
"Makuhita","","75"
"Makuhita","","65"
"Makuhita","","54"
"Makuhita","","55"
"Makuhita","","72"
"Makuhita","","68"
"Makuhita","","67"
"Makuhita","","112"
"Makuhita","","97"
"Makuhita","","142"
"Makuhita","","51"
"Malamar","","119"
"Malamar","","90"
"Malamar","","51"
"Malamar","","SV18"
"Malamar","","SM117"
"Malamar","","138"
"Malamar","","34"
"Malamar","","78"
"Malamar","","TG06"
"Malamar","","45"
"Malamar","","70"
"Malamar","","76"
"Malamar","","77"
"Malamar","","46"
"Malamar","","XY58"
"Malamar V","","121"
"Malamar V","","186"
"Malamar VMAX","","122"
"Malamar VMAX","","198"
"Malamar-EX","","58"
"Malamar-EX","","115"
"Mallow","","127"
"Mallow","","145"
"Mallow & Lana","","198"
"Mallow & Lana","","231"
"Mamoswine","","28"
"Mamoswine","","9"
"Mamoswine","","21"
"Mamoswine","","5"
"Mamoswine","","25"
"Mamoswine","","33"
"Mamoswine","","82"
"Mamoswine ex","","79"
"Mamoswine ex","","174"
"Mamoswine GL","","27"
"Manaphy","","34"
"Manaphy","","9"
"Manaphy","","8"
"Manaphy","","3"
"Manaphy","","2"
"Manaphy","","25"
"Manaphy","","42"
"Manaphy","","GG06"
"Manaphy","","24"
"Manaphy","","41"
"Manaphy","","SWSH275"
"Manaphy","","56"
"Manaphy","","XY113"
"Manaphy","","XY190"
"Manaphy-EX","","32"
"Manaphy-EX","","116"
"Mandibuzz","","73"
"Mandibuzz","","69"
"Mandibuzz","","93"
"Mandibuzz","","64"
"Mandibuzz","","145"
"Mandibuzz","","120"
"Mandibuzz","","173"
"Mandibuzz","","58"
"Mandibuzz BREAK","","XY182"
"Mandibuzz ex","","139"
"Manectric","","43"
"Manectric","","44"
"Manectric","","28"
"Manectric","","40"
"Manectric","","9"
"Manectric","","39"
"Manectric","","46"
"Manectric","","8"
"Manectric","","38"
"Manectric","","7"
"Manectric","","16"
"Manectric","","11"
"Manectric","","22"
"Manectric","","52"
"Manectric","","SM130"
"Manectric","","76"
"Manectric","","55"
"Manectric","","59"
"Manectric","","61"
"Manectric","","25"
"Manectric ex","","101"
"Manectric G","","66"
"Manectric Spirit Link","","100"
"Manectric-EX","","23"
"Manectric-EX","","113"
"Mankey","","55"
"Mankey","","61"
"Mankey","","81"
"Mankey","","59"
"Mankey","","79"
"Mankey","","92"
"Mankey","","38"
"Mankey","","53"
"Mankey","","8"
"Mankey","","112"
"Mankey","","50"
"Mankey","","71"
"Mankey","","107"
"Mankey","","90"
"Mankey","","106"
"Mankey","","56"
"Mankey","","45"
"Mankey","","169"
"Mankey","","98"
"Mankey","","66"
"Mankey","","133"
"Mankey","","52"
"Mankey δ","","70"
"Mantine","","29"
"Mantine","","77"
"Mantine","","45"
"Mantine","","32"
"Mantine","","64"
"Mantine","","74"
"Mantine","","58"
"Mantine","","40"
"Mantine","","52"
"Mantine","","34"
"Mantine","","61"
"Mantine","","SWSH026"
"Mantine","","27"
"Mantine δ","","20"
"Mantyke","","55"
"Mantyke","","39"
"Mantyke","","189"
"Maractus","","11"
"Maractus","","12"
"Maractus","","16"
"Maractus","","2"
"Maractus","","3"
"Maractus","","8"
"Maractus","","160"
"Maractus","","7"
"Maractus","","10"
"Maractus","","93"
"Mareanie","","62"
"Mareanie","","96"
"Mareanie","","39"
"Mareanie","","68"
"Mareanie","","105"
"Mareanie","","114"
"Mareanie","","51"
"Mareep","","38"
"Mareep","","63"
"Mareep","","94"
"Mareep","","119"
"Mareep","","93"
"Mareep","","62"
"Mareep","","64"
"Mareep","","67"
"Mareep","","73"
"Mareep","","65"
"Mareep","","58"
"Mareep","","75"
"Mareep","","82"
"Mareep","","14"
"Mareep","","76"
"Mareep","","41"
"Mareep","","66"
"Mareep","","107"
"Mareep","","GG34"
"Mareep","","55"
"Mareep","","47"
"Mareep","","54"
"Mareep","","5"
"Mareep δ","","54"
"Marill","","29"
"Marill","","36"
"Marill","","88"
"Marill","","120"
"Marill","","53"
"Marill","","76"
"Marill","","68"
"Marill","","74"
"Marill","","10"
"Marill","","83"
"Marill","","232"
"Marill","","66"
"Marill","","11"
"Marill","","34"
"Marill","","135"
"Marill","","44"
"Marill","","204"
"Marill","","64"
"Marill","","33"
"Marill","","73"
"Marill","","58"
"Marill","","102"
"Marley's Request","","87"
"Marnie","","169"
"Marnie","","200"
"Marnie","","208"
"Marnie","","56"
"Marnie","","SWSH120"
"Marnie","","SWSH121"
"Marnie's Grimmsnarl ex","","287"
"Marnie's Grimmsnarl ex","","136"
"Marnie's Impidimp","","134"
"Marnie's Liepard","","131"
"Marnie's Morgrem","","135"
"Marnie's Morpeko","","137"
"Marnie's Pride","","145"
"Marnie's Pride","","171"
"Marnie's Purrloin","","130"
"Marnie's Scrafty","","133"
"Marnie's Scraggy","","132"
"Marowak","","39"
"Marowak","","52"
"Marowak","","61"
"Marowak","","63"
"Marowak","","54"
"Marowak","","7"
"Marowak","","44"
"Marowak","","91"
"Marowak","","105"
"Marowak","","73"
"Marowak","","70"
"Marowak","","37"
"Marowak","","78"
"Marowak BREAK","","79"
"Marowak δ","","10"
"Mars","","128"
"Mars","","154"
"Marshadow","","80"
"Marshadow","","146"
"Marshadow","","81"
"Marshadow","","103"
"Marshadow","","45"
"Marshadow","","SM85"
"Marshadow","","SM93"
"Marshadow & Machamp-GX","","82"
"Marshadow & Machamp-GX","","198"
"Marshadow & Machamp-GX","","199"
"Marshadow & Machamp-GX","","221"
"Marshadow-GX","","80"
"Marshadow-GX","","137"
"Marshadow-GX","","156"
"Marshadow-GX","","SM59"
"Marshtomp","","46"
"Marshtomp","","40"
"Marshtomp","","41"
"Marshtomp","","24"
"Marshtomp","","38"
"Marshtomp","","36"
"Marshtomp","","11"
"Marshtomp","","67"
"Marshtomp","","15"
"Marshtomp","","34"
"Marshtomp","","63"
"Martial Arts Dojo","","179"
"Martial Arts Dojo","","268"
"Mary","","87"
"Mary's Impulse","","142"
"Mary's Request","","86"
"Maschiff","","135"
"Maschiff","","136"
"Maschiff","","141"
"Maschiff","","142"
"Maschiff","","62"
"Maschiff","","71"
"Masquerain","","2"
"Masquerain","","55"
"Masquerain","","47"
"Masquerain","","20"
"Masquerain","","39"
"Masquerain","","68"
"Masquerain","","7"
"Masquerain","","8"
"Masquerain","","16"
"Masquerain","","11"
"Masquerain","","14"
"Master Ball","","94"
"Master Ball","","143"
"Master Ball","","99"
"Master Ball","","78"
"Master Ball","","88"
"Master Ball","","116"
"Master Ball","","153"
"Maushold","","161"
"Maushold","","168"
"Maushold","","226"
"Maushold","","74"
"Maushold","","210"
"Maushold","","158"
"Maushold ex","","155"
"Maushold ex","","233"
"Mawile","","80"
"Mawile","","64"
"Mawile","","24"
"Mawile","","23"
"Mawile","","9"
"Mawile","","17"
"Mawile","","56"
"Mawile","","144"
"Mawile","","246"
"Mawile","","33"
"Mawile","","140"
"Mawile","","91"
"Mawile","","89"
"Mawile","","143"
"Mawile","","112"
"Mawile","","39"
"Mawile","","129"
"Mawile","","71"
"Mawile","","100"
"Mawile","","119"
"Mawile","","78"
"Mawile Spirit Link","","XY105"
"Mawile V","","70"
"Mawile V","","178"
"Mawile V","","TG17"
"Mawile VSTAR","","71"
"Mawile VSTAR","","200"
"Mawile-EX","","XY103"
"Mawile-GX","","141"
"Mawile-GX","","227"
"Mawile-GX","","246"
"Max Elixir","","102"
"Max Potion","","94"
"Max Potion","","121"
"Max Potion","","128"
"Max Potion","","128a"
"Max Potion","","164"
"Max Potion","","103"
"Max Revive","","65"
"Max Revive","","117"
"Max Revive","","120"
"Max Rod","","116"
"Maxie","","73"
"Maxie's Hidden Ball Trick","","133"
"Maxie's Hidden Ball Trick","","158"
"Maximum Belt","","154"
"Maximum Belt","","117"
"Meddling Memo","","181"
"Medical Energy","","182"
"Medicham","","32"
"Medicham","","25"
"Medicham","","34"
"Medicham","","10"
"Medicham","","42"
"Medicham","","104"
"Medicham","","241"
"Medicham","","110"
"Medicham","","77"
"Medicham","","111"
"Medicham","","100"
"Medicham","","83"
"Medicham","","79"
"Medicham","","73"
"Medicham","","98"
"Medicham","","80"
"Medicham","","81"
"Medicham ex","","95"
"Medicham ex","","80"
"Medicham ex","","161"
"Medicham V","","83"
"Medicham V","","185"
"Medicham V","","186"
"Meditite","","89"
"Meditite","","56"
"Meditite","","55"
"Meditite","","37"
"Meditite","","65"
"Meditite","","66"
"Meditite","","9"
"Meditite","","103"
"Meditite","","113"
"Meditite","","109"
"Meditite","","76"
"Meditite","","110"
"Meditite","","99"
"Meditite","","82"
"Meditite","","77"
"Meditite","","78"
"Meditite","","153"
"Meditite","","72"
"Meditite","","97"
"Meditite","","79"
"Mega Abomasnow ex","","36"
"Mega Abomasnow ex","","157"
"Mega Absol ex","","86"
"Mega Absol ex","","161"
"Mega Absol ex","","180"
"Mega Audino ex","","172"
"Mega Audino ex","","253"
"Mega Camerupt ex","","22"
"Mega Camerupt ex","","156"
"Mega Catcher","","104"
"Mega Charizard X ex","","13"
"Mega Charizard X ex","","109"
"Mega Charizard X ex","","125"
"Mega Charizard X ex","","130"
"Mega Charizard Y ex","","22"
"Mega Charizard Y ex","","294"
"Mega Diancie ex","","41"
"Mega Diancie ex","","267"
"Mega Diancie ex","","282"
"Mega Dragonite ex","","152"
"Mega Dragonite ex","","271"
"Mega Dragonite ex","","290"
"Mega Dragonite ex","","295"
"Mega Eelektross ex","","61"
"Mega Eelektross ex","","266"
"Mega Eelektross ex","","278"
"Mega Emboar ex","","31"
"Mega Emboar ex","","273"
"Mega Feraligatr ex","","43"
"Mega Feraligatr ex","","274"
"Mega Froslass ex","","47"
"Mega Froslass ex","","265"
"Mega Froslass ex","","275"
"Mega Gardevoir ex","","60"
"Mega Gardevoir ex","","159"
"Mega Gardevoir ex","","178"
"Mega Gardevoir ex","","187"
"Mega Gardevoir ex","","89"
"Mega Gengar ex","","56"
"Mega Gengar ex","","125"
"Mega Gengar ex","","269"
"Mega Gengar ex","","284"
"Mega Hawlucha ex","","116"
"Mega Hawlucha ex","","268"
"Mega Hawlucha ex","","283"
"Mega Heracross ex","","4"
"Mega Heracross ex","","108"
"Mega Kangaskhan ex","","104"
"Mega Kangaskhan ex","","164"
"Mega Kangaskhan ex","","182"
"Mega Latias ex","","100"
"Mega Latias ex","","163"
"Mega Latias ex","","181"
"Mega Lopunny & Jigglypuff-GX","","165"
"Mega Lopunny & Jigglypuff-GX","","225"
"Mega Lopunny & Jigglypuff-GX","","226"
"Mega Lopunny & Jigglypuff-GX","","261"
"Mega Lopunny ex","","84"
"Mega Lopunny ex","","115"
"Mega Lopunny ex","","128"
"Mega Lucario ex","","77"
"Mega Lucario ex","","160"
"Mega Lucario ex","","179"
"Mega Lucario ex","","188"
"Mega Lucario ex","","113"
"Mega Manectric ex","","50"
"Mega Manectric ex","","158"
"Mega Mawile ex","","94"
"Mega Mawile ex","","162"
"Mega Meganium ex","","10"
"Mega Meganium ex","","272"
"Mega Sableye & Tyranitar-GX","","126"
"Mega Sableye & Tyranitar-GX","","225"
"Mega Sableye & Tyranitar-GX","","226"
"Mega Sableye & Tyranitar-GX","","245"
"Mega Scrafty ex","","135"
"Mega Scrafty ex","","270"
"Mega Scrafty ex","","285"
"Mega Sharpedo ex","","61"
"Mega Sharpedo ex","","113"
"Mega Sharpedo ex","","127"
"Mega Signal","","121"
"Mega Signal","","171"
"Mega Signal","","193"
"Mega Turbo","","86"
"Mega Venusaur ex","","3"
"Mega Venusaur ex","","155"
"Mega Venusaur ex","","177"
"Meganium","","27"
"Meganium","","13"
"Meganium","","18"
"Meganium","","53"
"Meganium","","54"
"Meganium","","9"
"Meganium","","26"
"Meganium","","109"
"Meganium","","HGSS08"
"Meganium","","10"
"Meganium","","11"
"Meganium","","8"
"Meganium","","3"
"Meganium ex","","106"
"Meganium δ","","4"
"Megaton Blower","","182"
"Mela","","167"
"Mela","","236"
"Mela","","254"
"Mela","","140"
"Melmetal","","46"
"Melmetal","","129"
"Melmetal","","SM181"
"Melmetal","","117"
"Melmetal","","104"
"Melmetal","","130"
"Melmetal","","189"
"Melmetal ex","","153"
"Melmetal ex","","105"
"Melmetal ex","","104"
"Melmetal V","","47"
"Melmetal V","","75"
"Melmetal V","","SWSH224"
"Melmetal VMAX","","48"
"Melmetal VMAX","","80"
"Melmetal-GX","","SM178"
"Meloetta","","78"
"Meloetta","","86"
"Meloetta","","77"
"Meloetta","","BW68"
"Meloetta","","BW69"
"Meloetta","","40"
"Meloetta","","123"
"Meloetta","","104"
"Meloetta","","124"
"Meloetta","","85"
"Meloetta","","XY120"
"Meloetta","","XY193"
"Meloetta ex","","44"
"Meloetta ex","","159"
"Meloetta ex","","167"
"Meloetta-EX","","RC11"
"Meloetta-EX","","RC25"
"Melony","","TG26"
"Melony","","GG64"
"Melony","","146"
"Melony","","195"
"Melony","","218"
"Meltan","","45"
"Meltan","","128"
"Meltan","","SM177"
"Meltan","","152"
"Meltan","","116"
"Meltan","","179"
"Meltan","","102"
"Meltan","","103"
"Meltan","","129"
"Meltan","","188"
"Memory Berry","","128"
"Memory Berry","","80"
"Memory Berry","","110"
"Memory Capsule","","155"
"Memory Capsule","","202"
"Memory Energy","","194"
"Meowscarada","","15"
"Meowscarada","","18"
"Meowscarada ex","","15"
"Meowscarada ex","","231"
"Meowscarada ex","","256"
"Meowscarada ex","","271"
"Meowscarada ex","","33"
"Meowscarada ex","","78"
"Meowstic","","RC15"
"Meowstic","","80"
"Meowstic","","60"
"Meowstic","","45"
"Meowstic","","85"
"Meowstic","","82"
"Meowstic","","61"
"Meowstic","","43"
"Meowstic","","59"
"Meowstic","","XY48"
"Meowstic-EX","","37"
"Meowth","","56"
"Meowth","","80"
"Meowth","","62"
"Meowth","","53"
"Meowth","","10"
"Meowth","","102"
"Meowth","","106"
"Meowth","","BW35"
"Meowth","","121"
"Meowth","","78"
"Meowth","","77"
"Meowth","","42"
"Meowth","","69"
"Meowth","","75"
"Meowth","","11"
"Meowth","","13"
"Meowth","","114"
"Meowth","","147"
"Meowth","","101"
"Meowth","","125"
"Meowth","","52"
"Meowth","","48"
"Meowth","","199"
"Meowth","","4"
"Meowth","","74"
"Meowth","","88"
"Meowth","","67"
"Meowth","","61"
"Meowth V","","SWSH004"
"Meowth VMAX","","SWSH005"
"Meowth δ","","71"
"Meowth δ","","11"
"Mesagoza","","178"
"Mesprit","","37"
"Mesprit","","14"
"Mesprit","","34"
"Mesprit","","84"
"Mesprit","","42"
"Mesprit","","79"
"Mesprit","","204"
"Mesprit","","66"
"Mesprit LV.X","","143"
"Metagross","","52"
"Metagross","","BW75"
"Metagross","","10"
"Metagross","","11"
"Metagross","","4"
"Metagross","","18"
"Metagross","","7"
"Metagross","","2"
"Metagross","","95"
"Metagross","","115"
"Metagross","","178"
"Metagross","","63"
"Metagross","","119"
"Metagross","","118"
"Metagross","","49"
"Metagross","","50"
"Metagross ★","","113"
"Metagross ex","","95"
"Metagross V","","112"
"Metagross V","","181"
"Metagross VMAX","","113"
"Metagross VMAX","","208"
"Metagross δ","","11"
"Metagross-EX","","XY34"
"Metagross-GX","","85"
"Metagross-GX","","139"
"Metagross-GX","","157"
"Metagross-GX","","157a"
"Metal Core Barrier","","180"
"Metal Core Barrier","","232"
"Metal Cube 01","","129"
"Metal Energy","","112"
"Metal Energy","","87"
"Metal Energy","","95"
"Metal Energy","","130"
"Metal Energy","","120"
"Metal Energy","","159"
"Metal Energy","","143"
"Metal Energy","","94"
"Metal Energy","","97"
"Metal Energy","","107"
"Metal Energy","","88"
"Metal Energy","","82"
"Metal Energy","","122"
"Metal Energy","","80"
"Metal Energy","","19"
"Metal Energy","","100"
"Metal Energy","","163"
"Metal Energy","","171"
"Metal Energy","","237"
"Metal Energy","","139"
"Metal Energy","","98"
"Metal Frying Pan","","112"
"Metal Frying Pan","","112a"
"Metal Frying Pan","","144"
"Metal Goggles","","148"
"Metal Goggles","","195"
"Metal Saucer","","170"
"Metal Saucer","","214"
"Metang","","51"
"Metang","","64"
"Metang","","65"
"Metang","","35"
"Metang","","21"
"Metang","","43"
"Metang","","44"
"Metang","","40"
"Metang","","33"
"Metang","","30"
"Metang","","23"
"Metang","","69"
"Metang","","84"
"Metang","","94"
"Metang","","SV31"
"Metang","","114"
"Metang","","62"
"Metang","","90"
"Metang","","118"
"Metang","","117"
"Metang","","5"
"Metang","","48"
"Metang δ","","49"
"Metapod","","54"
"Metapod","","81"
"Metapod","","47"
"Metapod","","87"
"Metapod","","39"
"Metapod","","4"
"Metapod","","46"
"Metapod","","42"
"Metapod","","2"
"Metapod","","3"
"Metapod","","11"
"Meteor Falls","","89"
"Mew","","8"
"Mew","","9"
"Mew","","47"
"Mew","","BW98"
"Mew","","11"
"Mew","","25"
"Mew","","15"
"Mew","","19"
"Mew","","55"
"Mew","","10"
"Mew","","111"
"Mew","","97"
"Mew","","40"
"Mew","","4"
"Mew","","1"
"Mew","","76"
"Mew","","32"
"Mew","","SM215"
"Mew","","GG10"
"Mew","","29"
"Mew","","53"
"Mew","","XY110"
"Mew","","XY192"
"Mew ★ δ","","101"
"Mew ex","","88"
"Mew ex","","100"
"Mew ex","","151"
"Mew ex","","193"
"Mew ex","","205"
"Mew ex","","216"
"Mew ex","","232"
"Mew ex","","53"
"Mew V","","60"
"Mew V","","69"
"Mew V","","113"
"Mew V","","250"
"Mew V","","251"
"Mew VMAX","","TG30"
"Mew VMAX","","114"
"Mew VMAX","","268"
"Mew VMAX","","269"
"Mew δ","","3"
"Mew-EX","","RC24"
"Mew-EX","","46"
"Mew-EX","","120"
"Mew-EX","","XY126"
"Mewtwo","","10"
"Mewtwo","","29"
"Mewtwo","","3"
"Mewtwo","","12"
"Mewtwo","","14"
"Mewtwo","","53"
"Mewtwo","","9"
"Mewtwo","","11"
"Mewtwo","","20"
"Mewtwo","","56"
"Mewtwo","","75"
"Mewtwo","","SM77"
"Mewtwo","","SM214"
"Mewtwo","","150"
"Mewtwo","","59"
"Mewtwo","","52"
"Mewtwo","","51"
"Mewtwo","","XY100"
"Mewtwo","","XY101"
"Mewtwo & Mew-GX","","71"
"Mewtwo & Mew-GX","","222"
"Mewtwo & Mew-GX","","242"
"Mewtwo & Mew-GX","","SM191"
"Mewtwo ★","","103"
"Mewtwo ex","","101"
"Mewtwo ex","","58"
"Mewtwo LV.X","","144"
"Mewtwo LV.X","","DP28"
"Mewtwo Spirit Link","","144"
"Mewtwo V","","30"
"Mewtwo V","","72"
"Mewtwo V","","SWSH223"
"Mewtwo V","","SWSH229"
"Mewtwo V-UNION","","SWSH159"
"Mewtwo V-UNION","","SWSH160"
"Mewtwo V-UNION","","SWSH161"
"Mewtwo V-UNION","","SWSH162"
"Mewtwo VSTAR","","31"
"Mewtwo VSTAR","","79"
"Mewtwo VSTAR","","86"
"Mewtwo VSTAR","","GG44"
"Mewtwo δ","","12"
"Mewtwo δ","","24"
"Mewtwo-EX","","54"
"Mewtwo-EX","","98"
"Mewtwo-EX","","BW45"
"Mewtwo-EX","","52"
"Mewtwo-EX","","103"
"Mewtwo-EX","","61"
"Mewtwo-EX","","62"
"Mewtwo-EX","","157"
"Mewtwo-EX","","158"
"Mewtwo-EX","","163"
"Mewtwo-EX","","164"
"Mewtwo-EX","","XY107"
"Mewtwo-EX","","XY125"
"Mewtwo-EX","","XY183"
"Mewtwo-GX","","31"
"Mewtwo-GX","","39"
"Mewtwo-GX","","72"
"Mewtwo-GX","","76"
"Mewtwo-GX","","78"
"Mewtwo-GX","","SV59"
"Mewtwo-GX","","SM196"
"Miasma Valley","","111"
"Mienfoo","","69"
"Mienfoo","","67"
"Mienfoo","","86"
"Mienfoo","","87"
"Mienfoo","","52"
"Mienfoo","","133"
"Mienfoo","","96"
"Mienfoo","","83"
"Mienfoo","","103"
"Mienfoo","","76"
"Mienfoo","","56"
"Mienshao","","70"
"Mienshao","","68"
"Mienshao","","88"
"Mienshao","","53"
"Mienshao","","134"
"Mienshao","","97"
"Mienshao","","200"
"Mienshao","","84"
"Mienshao","","104"
"Mienshao","","77"
"Mienshao","","57"
"Mightyena","","66"
"Mightyena","","10"
"Mightyena","","42"
"Mightyena","","18"
"Mightyena","","12"
"Mightyena","","129"
"Mightyena","","243"
"Mightyena","","54"
"Mightyena","","87"
"Mightyena","","106"
"Mightyena","","114"
"Mightyena","","96"
"Mightyena","","TG09"
"Mightyena","","104"
"Mightyena","","17"
"Mightyena ex","","101"
"Mightyena δ","","24"
"Milcery","","43"
"Milcery","","64"
"Milcery","","152"
"Milcery","","74"
"Milcery","","86"
"Milcery","","80"
"Milcery","","SV057"
"Milcery","","70"
"Milo","","TG27"
"Milo","","161"
"Milo","","190"
"Milo","","201"
"Milo","","57"
"Milotic","","28"
"Milotic","","25"
"Milotic","","12"
"Milotic","","8"
"Milotic","","70"
"Milotic","","SH7"
"Milotic","","27"
"Milotic","","29"
"Milotic","","36"
"Milotic","","50"
"Milotic","","40"
"Milotic","","TG02"
"Milotic","","39"
"Milotic","","38"
"Milotic","","23"
"Milotic","","44"
"Milotic C","","35"
"Milotic ex","","96"
"Milotic ex","","42"
"Milotic ex","","217"
"Milotic ex","","237"
"Milotic V","","43"
"Milotic V","","179"
"Milotic δ","","5"
"Miltank","","93"
"Miltank","","55"
"Miltank","","44"
"Miltank","","94"
"Miltank","","42"
"Miltank","","47"
"Miltank","","106"
"Miltank","","41"
"Miltank","","78"
"Miltank","","158"
"Miltank","","147"
"Miltank","","81"
"Miltank","","126"
"Miltank","","GG24"
"Miltank","","27"
"Miltank","","83"
"Mime Jr.","","47"
"Mime Jr.","","90"
"Mime Jr.","","DP22"
"Mime Jr.","","115"
"Mime Jr.","","31"
"Mime Jr.","","157"
"Mimikyu","","42"
"Mimikyu","","96"
"Mimikyu","","97"
"Mimikyu","","245"
"Mimikyu","","58"
"Mimikyu","","112"
"Mimikyu","","SM29"
"Mimikyu","","SM99"
"Mimikyu","","SM163"
"Mimikyu","","37"
"Mimikyu","","160"
"Mimikyu","","75"
"Mimikyu","","80"
"Mimikyu","","81"
"Mimikyu ex","","69"
"Mimikyu ex","","4"
"Mimikyu V","","62"
"Mimikyu V","","148"
"Mimikyu V","","68"
"Mimikyu V","","TG16"
"Mimikyu VMAX","","69"
"Mimikyu VMAX","","TG17"
"Mimikyu δ","","SWSH136"
"Mimikyu-GX","","149"
"Mimikyu-GX","","206"
"Mimikyu-GX","","226"
"Mina","","183"
"Mina","","211"
"Minccino","","88"
"Minccino","","104"
"Minccino","","RC18"
"Minccino","","84"
"Minccino","","109"
"Minccino","","BW13"
"Minccino","","85"
"Minccino","","136"
"Minccino","","182"
"Minccino","","125"
"Minccino","","145"
"Minccino","","146"
"Minccino","","SV093"
"Minccino","","124"
"Minccino","","86"
"Minccino","","87"
"Minccino","","75"
"Minccino","","152"
"Minion of Team Rocket","","113"
"Minior","","77"
"Minior","","83"
"Minior","","99"
"Minior","","201"
"Minun","","48"
"Minun","","40"
"Minun","","32"
"Minun","","25"
"Minun","","7"
"Minun","","67"
"Minun","","41"
"Minun","","37"
"Minun","","34"
"Minun","","HGSS17"
"Minun","","71"
"Minun","","12"
"Minun","","4"
"Minun","","54"
"Minun","","61"
"Minun","","194"
"Minun","","90"
"Minun","","6"
"Miracle Berry","","94"
"Miracle Energy","","16"
"Miracle Headset","","183"
"Miracle Sphere α","","129"
"Miracle Sphere β","","130"
"Miracle Sphere γ","","131"
"Mirage Gate","","163"
"Mirage Stadium","","132"
"Miraidon","","80"
"Miraidon","","121"
"Miraidon","","69"
"Miraidon","","13"
"Miraidon","","92"
"Miraidon","","148"
